date,BSIN_1,BSOUT_1,BSC_1,BSIN_2,BSOUT_2,BSC_2,BSIN_3,BSOUT_3,BSC_3,BSIN_4,BSOUT_4,BSC_4,BSIN_5,BSOUT_5,BSC_5,BSIN_6,BSOUT_6,BSC_6,BSIN_7,BSOUT_7,BSC_7,BSIN_8,BSOUT_8,BSC_8,BSIN_9,BSOUT_9,BSC_9,BSIN_10,BSOUT_10,BSC_10,BSIN_11,BSOUT_11,BSC_11,BSIN_12,BSOUT_12,BSC_12,BSIN_13,BSOUT_13,BSC_13,BSIN_14,BSOUT_14,BSC_14,BSIN_15,BSOUT_15,BSC_15,BSIN_16,BSOUT_16,BSC_16,BSIN_17,BSOUT_17,BSC_17,BSIN_18,BSOUT_18,BSC_18,BSIN_19,BSOUT_19,BSC_19
05-01-2019,3,0,3,2,0,5,2,0,7,1,0,8,2,1,9,0,0,9,1,2,8,1,0,9,2,0,11,2,0,13,3,0,16,0,1,15,1,0,16,2,2,16,0,0,16,0,5,11,0,0,11,0,3,8,0,8,0
12-01-2019,2,0,2,0,0,2,2,0,4,1,0,5,2,1,6,1,2,5,1,0,6,1,0,7,2,0,9,2,0,11,3,0,14,1,1,14,1,0,15,0,0,15,0,1,14,1,1,14,2,1,15,0,3,12,0,12,0
19-01-2019,3,0,3,2,0,5,2,0,7,1,2,6,2,1,7,0,0,7,0,0,7,3,0,10,2,0,12,2,0,14,3,0,17,0,1,16,1,5,12,0,0,12,0,1,11,0,1,10,0,1,9,0,3,6,0,6,0
26-01-2019,4,0,4,1,0,5,2,0,7,1,2,6,1,1,6,1,2,5,0,0,5,2,0,7,2,0,9,2,0,11,3,0,14,0,2,12,0,3,9,0,0,9,1,1,9,0,0,9,0,1,8,0,3,5,0,5,0
